b_501,f_579046
b_450,f_313520
b_1447,f_185213
b_1556,f_547438
b_1251,f_479401
b_1242,f_458331
b_282,f_447613
b_1452,f_19640
b_679,f_637132
b_153,f_310001
b_1215,f_453674
b_391,f_398407
b_839,f_324113
b_242,f_491189
b_491,f_629968
b_422,f_169427
b_1030,f_491030
b_1283,f_252357
b_1416,f_297686
b_281,f_161310
b_451,f_431967
b_1423,f_353221
b_1054,f_352667
b_972,f_473309
b_832,f_317259
b_1276,f_617271
b_771,f_285572
b_9,f_546963
b_1555,f_267184
b_4,f_67519
b_151,f_403237
b_94,f_247684
b_361,f_240800
b_844,f_352826
b_99,f_501277
b_617,f_424517
b_583,f_644606
b_1312,f_13690
b_417,f_337127
b_790,f_609518
b_1047,f_152157
b_504,f_192039
b_406,f_99463
b_762,f_615202
b_1030,f_359122
b_600,f_114156
b_586,f_531320
b_1073,f_555410
b_926,f_190300
b_1043,f_520266
b_855,f_80234
b_1304,f_26786
b_215,f_190455
b_824,f_83696
b_162,f_560646
b_1376,f_486466
b_755,f_137826
b_207,f_330309
b_182,f_86431
b_463,f_44637
b_1005,f_482112
b_540,f_634231
b_1056,f_129573
b_29,f_539468
b_929,f_291918
b_393,f_280180
b_415,f_149682
b_1397,f_472452
b_342,f_423485
b_145,f_613932
b_528,f_111394
b_516,f_469744
b_789,f_267345
b_142,f_525482
b_1013,f_215162
b_1516,f_125730
b_618,f_211082
b_1523,f_377285
b_598,f_537610
b_380,f_101927
b_593,f_301879
b_1239,f_279037
b_792,f_194213
b_253,f_297178
b_1324,f_635853
b_986,f_636342
b_309,f_89213
b_116,f_536308
b_771,f_276992
b_1341,f_613783
b_129,f_206054
b_376,f_594832
b_306,f_471488
b_1439,f_164072
b_1011,f_643813
b_1044,f_60602
b_787,f_536630
b_640,f_409229
b_1140,f_304982
b_341,f_302114
b_503,f_199492
b_1455,f_523742
b_1045,f_157034
b_966,f_421094
b_121,f_330140
b_209,f_210959
b_164,f_414831
b_1359,f_594366
b_1450,f_101606
b_1440,f_205382
b_667,f_419568
b_894,f_201236
b_1031,f_594290
b_625,f_287557
b_167,f_470851
b_1044,f_266129
b_1346,f_538662
b_1089,f_492903
b_645,f_548987
b_821,f_505644
b_620,f_41777
b_317,f_383476
b_288,f_280026
b_79,f_223071
b_91,f_258013
b_45,f_466641
b_845,f_242955
b_514,f_347160
b_702,f_494266
b_1538,f_99786
b_443,f_206448
b_1077,f_371691
b_1366,f_177940
b_390,f_510461
b_1214,f_393153
b_1388,f_502232
b_324,f_508676
b_1012,f_191929
b_711,f_68664
b_158,f_242700
b_852,f_144468
b_701,f_41094
b_295,f_95772
b_727,f_620281
b_427,f_567706
b_895,f_626106
b_714,f_19673
b_1226,f_605437
b_1497,f_207660
b_1154,f_395936
b_89,f_640065
b_492,f_280037
b_836,f_424345
b_1364,f_332022
b_302,f_448024
b_458,f_426643
b_930,f_277795
b_198,f_184496
b_901,f_425201
b_947,f_227321
b_822,f_386714
b_375,f_468189
b_1398,f_515868
b_636,f_212890
b_29,f_466928
b_472,f_160694
b_1374,f_326341
b_1351,f_563742
b_161,f_573978
b_39,f_598726
b_231,f_71050
b_1101,f_596665
b_674,f_455966
b_1348,f_295888
b_1290,f_253661
b_1557,f_22611
b_1230,f_214092
b_178,f_279424
b_901,f_574599
b_611,f_431384
b_471,f_564803
b_1442,f_86500
b_454,f_331662
b_290,f_475272
b_1441,f_338066
b_1382,f_179453
b_76,f_166282
b_408,f_311241
b_806,f_98557
b_1368,f_7791
b_994,f_127164
b_1197,f_557278
b_1435,f_17298
b_1264,f_333981
b_685,f_49984
b_1486,f_620134
b_267,f_308122
b_844,f_307163
b_232,f_301338
b_262,f_106689
b_1191,f_152983
b_1186,f_375513
b_503,f_66217
b_385,f_568336
b_905,f_408236
b_454,f_378610
b_719,f_318583
b_71,f_364908
b_1255,f_642259
b_491,f_424756
b_961,f_445618
b_247,f_214851
b_1021,f_421732
b_43,f_556969
b_765,f_373636
b_474,f_349133
b_1260,f_396215
b_238,f_7125
b_1281,f_287112
b_1161,f_555536
b_930,f_390118
b_1264,f_553861
b_1322,f_29290
b_1216,f_561719
b_916,f_212051
b_489,f_21191
b_225,f_369441
b_995,f_343932
b_685,f_121645
b_1305,f_267924
b_306,f_232108
b_497,f_53707
b_1230,f_86061
b_757,f_89363
b_299,f_334266
b_1343,f_55201
b_18,f_589811
b_699,f_93392
b_765,f_445644
b_853,f_230437
b_1117,f_273297
b_1352,f_193135
b_157,f_532890
b_298,f_387455
b_886,f_368000
b_493,f_446155
b_1004,f_621676
b_506,f_165024
b_370,f_101581
b_971,f_5513
b_697,f_320316
b_1125,f_518349
b_790,f_380390
b_1324,f_408819
b_551,f_168363
b_411,f_292020
b_1149,f_382442
b_1052,f_639804
b_1109,f_284445
b_215,f_395120
b_449,f_417773
b_922,f_177454
b_1026,f_492865
b_1250,f_421182
b_281,f_261368
b_915,f_356164
b_1173,f_489368
b_273,f_195637
b_503,f_300385
b_785,f_589750
b_264,f_176910
b_1266,f_57961
b_896,f_293571
b_1512,f_102863
b_1419,f_169547
b_171,f_361038
b_321,f_347819
b_189,f_612718
b_308,f_538686
b_461,f_52020
b_791,f_241135
b_1020,f_608828
b_1034,f_366374
b_397,f_315814
b_1415,f_75609
b_954,f_84136
b_605,f_23586
b_1343,f_498576
b_225,f_99619
b_31,f_362118
b_468,f_65602
b_1357,f_89611
b_186,f_627297
b_312,f_40003
b_1340,f_214920
b_534,f_224141
b_665,f_78438
b_885,f_166781
b_688,f_252557
b_1242,f_204604
b_5,f_238945
b_1429,f_27574
b_264,f_637350
b_1249,f_171779
b_571,f_402995
b_1322,f_309428
b_1221,f_533254
b_1521,f_164746
b_240,f_24882
b_41,f_172372
b_224,f_461967
b_1543,f_51518
b_822,f_203369
b_1177,f_35165
b_1527,f_639167
b_488,f_235517
b_856,f_491486
b_755,f_209859
b_1175,f_577264
b_1317,f_170482
b_189,f_371124
b_707,f_451047
b_278,f_66519
b_1226,f_319271
b_130,f_134543
b_1,f_72659
b_967,f_193613
b_541,f_48185
b_700,f_272513
b_952,f_448069
b_1439,f_533154
b_301,f_234427
b_1205,f_607941
b_363,f_495782
b_1155,f_616655
b_1373,f_31397
b_1488,f_251534
b_992,f_435878
b_189,f_121365
b_760,f_221121
b_1069,f_195760
b_1035,f_340443
b_269,f_38512
b_265,f_83456
b_1246,f_27190
b_839,f_235714
b_402,f_566510
b_1441,f_3851
b_923,f_341431
b_310,f_80504
b_12,f_345150
b_1361,f_432305
b_375,f_621344
b_1516,f_102615
b_158,f_94595
b_893,f_128431
b_497,f_279381
b_17,f_523499
b_342,f_387114
b_1123,f_639132
b_1520,f_193528
b_644,f_110780
b_695,f_398280
b_1006,f_368153
b_152,f_495788
b_1132,f_11343
b_673,f_209193
b_264,f_482831
b_865,f_151401
b_87,f_226289
b_905,f_166428
b_4,f_31634
b_1281,f_502374
b_983,f_610932
b_595,f_584137
b_1208,f_70109
b_819,f_283425
b_78,f_334609
b_1493,f_11862
b_898,f_299375
b_1549,f_566024
b_270,f_459383
b_1340,f_484037
b_1372,f_294662
b_712,f_422475
b_166,f_272863
b_691,f_300684
b_1113,f_150552
b_647,f_431012
b_1314,f_217138
b_64,f_497284
b_241,f_430254
b_1174,f_490227
b_215,f_384089
b_594,f_521692
b_1260,f_189476
b_525,f_313216
b_429,f_364787
b_1468,f_580256
b_332,f_297599
b_821,f_80743
b_156,f_424969
b_1459,f_194854
b_1396,f_478329
b_1402,f_178145
b_438,f_106127
b_796,f_511070
b_151,f_274707
b_1274,f_184572
b_731,f_525885
b_930,f_282993
b_134,f_243925
b_808,f_205905
b_1191,f_487234
b_828,f_556668
b_1261,f_155824
b_242,f_229705
b_339,f_141424
b_1117,f_609827
b_500,f_471411
b_413,f_285340
b_1243,f_390038
b_1211,f_535879
b_637,f_285455
b_1277,f_490556
b_1227,f_281016
b_1041,f_273195
b_797,f_412001
b_183,f_342508
b_878,f_295017
b_773,f_66078
b_1421,f_641659
b_277,f_288726
b_643,f_557276
b_608,f_111692
b_308,f_465207
b_1199,f_380639
b_339,f_339633
b_792,f_469952
b_901,f_553149
b_1106,f_265288
b_786,f_621317
b_823,f_12543
b_672,f_423824
b_22,f_293474
b_1056,f_159408
b_1124,f_481384
b_302,f_5570
b_1496,f_306574
b_1246,f_435560
b_696,f_114853
b_530,f_346398
b_430,f_515168
b_1205,f_638441
b_558,f_275970
b_90,f_355648
b_166,f_30109
b_326,f_571858
b_279,f_264318
b_385,f_34763
b_322,f_51418
b_1213,f_354163
b_1434,f_376467
b_654,f_136307
b_67,f_273854
b_975,f_54088
b_1307,f_9677
b_602,f_39089
b_12,f_146468
b_1119,f_37054
b_1018,f_641209
b_1312,f_235991
b_1547,f_192544
b_252,f_445282
b_843,f_608164
b_259,f_292715
b_29,f_47151
b_1012,f_161606
b_549,f_304567
b_1501,f_23211
b_12,f_49533
b_1168,f_166365
b_839,f_224749
b_171,f_16881
b_1481,f_125153
b_1210,f_246729
b_1251,f_403782
b_112,f_241338
b_422,f_424548
b_516,f_228926
b_205,f_431692
b_767,f_51987
b_552,f_346122
b_981,f_489419
b_405,f_290627
b_608,f_281805
b_1403,f_422108
b_95,f_322347
b_673,f_249345
b_373,f_484663
b_514,f_226734
b_739,f_572597
b_875,f_145247
b_1442,f_92576
b_1333,f_512006
b_221,f_474734
b_93,f_226494
b_680,f_544462
b_744,f_147947
