b_1280,f_134086
b_1362,f_547827
b_1547,f_442009
b_514,f_270375
b_420,f_311684
b_1182,f_275144
b_305,f_585146
b_544,f_43797
b_1147,f_203830
b_749,f_156051
b_607,f_536712
b_1022,f_423701
b_5,f_129724
b_1472,f_529174
b_423,f_180475
b_1372,f_615946
b_518,f_417028
b_632,f_523289
b_119,f_370457
b_858,f_152837
b_1534,f_300259
b_49,f_30081
b_217,f_582084
b_329,f_609111
b_869,f_611903
b_319,f_485616
b_594,f_432455
b_1142,f_241743
b_559,f_136555
b_635,f_50218
b_264,f_288701
b_14,f_246451
b_545,f_171451
b_731,f_176312
b_612,f_273043
b_1525,f_330317
b_1023,f_552528
b_170,f_32018
b_684,f_453807
b_203,f_55884
b_913,f_348705
b_551,f_474986
b_183,f_296911
b_668,f_286772
b_926,f_545837
b_339,f_567805
b_1192,f_325732
b_372,f_576239
b_1531,f_348433
b_15,f_84925
b_601,f_88089
b_1373,f_190809
b_257,f_47047
b_971,f_6086
b_310,f_323430
b_794,f_211648
b_1190,f_95929
b_217,f_283445
b_158,f_199096
b_326,f_322947
b_23,f_364206
b_353,f_39295
b_59,f_22284
b_1499,f_3619
b_787,f_120577
b_54,f_7081
b_1212,f_343244
b_1342,f_305936
b_1514,f_133003
b_382,f_370626
b_811,f_135445
b_1543,f_3004
b_204,f_136458
b_1285,f_590394
b_1222,f_565042
b_201,f_586001
b_569,f_237218
b_1306,f_4746
b_1010,f_59505
b_479,f_73408
b_237,f_567367
b_528,f_49174
b_1002,f_45504
b_543,f_328928
b_772,f_312265
b_38,f_404098
b_1350,f_194078
b_1085,f_440983
b_752,f_488690
b_80,f_580095
b_468,f_295159
b_1064,f_165435
b_741,f_282269
b_1266,f_275503
b_1535,f_442653
b_799,f_588401
b_917,f_613338
b_513,f_46789
b_1285,f_163200
b_1204,f_357668
b_230,f_29757
b_721,f_630209
b_1537,f_346737
b_1350,f_315502
b_483,f_300708
b_237,f_591493
b_550,f_275571
b_849,f_370435
b_995,f_580743
b_1141,f_2438
b_47,f_628009
b_556,f_166472
b_96,f_359924
b_702,f_467402
b_923,f_529136
b_1335,f_374676
b_339,f_175148
b_1363,f_308215
b_1013,f_212172
b_1216,f_461028
b_514,f_285902
b_1419,f_145763
b_287,f_391892
b_602,f_244750
b_1362,f_401274
b_585,f_232821
b_151,f_36416
b_1534,f_295623
b_1526,f_519560
b_1457,f_124064
b_963,f_369871
b_1012,f_618932
b_1513,f_574709
b_16,f_391182
b_1539,f_569857
b_55,f_61835
b_868,f_325073
b_449,f_194161
b_259,f_372925
b_914,f_506222
b_555,f_54864
b_931,f_273219
b_851,f_360971
b_76,f_134025
b_28,f_228461
b_11,f_178005
b_1100,f_32854
b_134,f_630579
b_1330,f_134339
b_440,f_452334
b_540,f_512612
b_1220,f_255894
b_197,f_176112
b_389,f_269059
b_1418,f_348216
b_1006,f_556120
b_600,f_70606
b_492,f_76097
b_1173,f_591489
b_347,f_22780
b_761,f_210232
b_408,f_83897
b_1005,f_330662
b_1058,f_507247
b_181,f_630216
b_1533,f_174437
b_195,f_295496
b_1437,f_144550
b_1307,f_592210
b_372,f_219700
b_799,f_363905
b_1421,f_635060
b_1379,f_106595
b_1139,f_333013
b_1137,f_534622
b_1122,f_24971
b_413,f_546319
b_634,f_529974
b_426,f_369388
b_720,f_163140
b_914,f_547468
b_1425,f_475502
b_29,f_520492
b_307,f_630642
b_805,f_43853
b_1404,f_122384
b_591,f_511849
b_1305,f_613842
b_794,f_445502
b_1521,f_102535
b_142,f_40507
b_660,f_180925
b_22,f_72621
b_492,f_26092
b_965,f_521465
b_1412,f_144379
b_684,f_368167
b_277,f_616529
b_367,f_166134
b_1067,f_623749
b_207,f_484162
b_1310,f_629279
b_249,f_405997
b_245,f_77001
b_710,f_251117
b_1169,f_178281
b_1397,f_166088
b_956,f_441037
b_1310,f_337678
b_931,f_463763
b_595,f_471847
b_1154,f_219466
b_319,f_433962
b_798,f_600184
b_945,f_292098
b_176,f_183643
b_236,f_555038
b_979,f_426528
b_126,f_412356
b_856,f_522386
b_610,f_35051
b_1055,f_51622
b_63,f_561130
b_77,f_442199
b_1414,f_593841
b_328,f_640300
b_173,f_14151
b_165,f_270868
b_22,f_568606
b_1325,f_493705
b_156,f_26122
b_490,f_4981
b_1052,f_509796
b_199,f_430783
b_247,f_152455
b_973,f_508225
b_56,f_555238
b_11,f_376138
b_765,f_23902
b_1451,f_229254
b_1040,f_573647
b_1453,f_127102
b_626,f_484864
b_923,f_598580
b_885,f_495104
b_1513,f_604749
b_802,f_334427
b_686,f_540250
b_1431,f_72528
b_407,f_397556
b_193,f_333754
b_603,f_399450
b_558,f_460747
b_927,f_587599
b_134,f_384461
b_1464,f_592461
b_213,f_156435
b_367,f_356726
b_1278,f_297901
b_1047,f_192167
b_433,f_187995
b_301,f_238708
b_1008,f_60852
b_1188,f_378371
b_1430,f_620142
b_1083,f_195937
b_205,f_382134
b_264,f_370346
b_46,f_177609
b_1079,f_307533
b_1326,f_201223
b_1412,f_496588
b_426,f_590358
b_857,f_54856
b_1415,f_111132
b_373,f_136973
b_208,f_277806
b_1216,f_345488
b_854,f_382651
b_960,f_246451
b_1230,f_176455
b_633,f_121379
b_700,f_546492
b_818,f_239314
b_790,f_271636
b_1445,f_622427
b_602,f_314208
b_817,f_234351
b_1270,f_252124
b_1556,f_409555
b_1115,f_214145
b_637,f_350237
b_83,f_320042
b_357,f_521184
b_245,f_50237
b_138,f_354050
b_382,f_228006
b_252,f_283619
b_204,f_541701
b_921,f_211783
b_1392,f_506338
b_248,f_638228
b_677,f_241783
b_1212,f_241925
b_996,f_120131
b_923,f_516171
b_505,f_308894
b_643,f_452803
b_1329,f_179602
b_1133,f_333852
b_832,f_370269
b_961,f_365644
b_858,f_601380
b_1466,f_428074
b_398,f_450669
b_586,f_223014
b_1051,f_29303
b_785,f_75347
b_1202,f_426483
b_288,f_292810
b_687,f_533295
b_596,f_374393
b_1493,f_437426
b_604,f_372730
b_665,f_310865
b_912,f_340684
b_677,f_342585
b_502,f_310694
b_408,f_67247
b_152,f_472524
b_502,f_488756
b_1549,f_450931
b_1072,f_544096
b_1432,f_132173
b_1459,f_283567
b_1364,f_552213
b_145,f_188753
b_1529,f_509875
b_533,f_434013
b_775,f_80524
b_1432,f_512591
b_220,f_7146
b_300,f_48751
b_1496,f_372962
b_179,f_474439
b_920,f_416841
b_922,f_578274
b_1378,f_422255
b_619,f_430005
b_723,f_172334
b_181,f_100917
b_851,f_105587
b_185,f_523756
